emd_nm,base_date,city,em_cnt,em_g,pay_amt,em_g_per_cnt,year,month,day,week,day_of_week,season,redday,kor_cnt,kor_amt,fast_cnt,fast_amt,af_cnt,af_amt,mart_cnt,mart_amt,food_cnt,food_amt,west_cnt,west_amt,des_cnt,des_amt,asia_cnt,asia_amt,deliv_cnt,deliv_amt,geo_type,observed,trend,seasonal,em_cnt_variant,em_g_variant,pay_amt_variant,em_g_per_cnt_variant
알수없음,2018-04-05,알수없음,44.0,215250.0,6444.0,4892.045454545455,2018,4,5,14,3,0,0,15,220720,5,59520,,,25,817061,15,171566,,,10,127274,5,114080,,,알수없음,215250.0,330004.1666666666,-6433.073109370601,-16.0,-291950.0,-8757.0,-3561.287878787879
알수없음,2018-04-06,알수없음,33.0,287450.0,8616.0,8710.60606060606,2018,4,6,14,4,0,0,35,899248,,,5,120379,20,4184554,5,54560,,,5,19840,5,243040,5,84320,알수없음,287450.0,334359.1666666667,-15957.487243354606,-11.0,72200.0,2172.0,3818.560606060605
알수없음,2018-04-07,알수없음,48.0,378800.0,11351.0,7891.666666666667,2018,4,7,14,5,0,0,25,1021264,10,267344,,,30,1726923,10,222109,5,44144,5,54560,5,148800,,,알수없음,378800.0,335252.49999999994,-6311.121807446122,15.0,91350.0,2735.0,-818.9393939393931
알수없음,2018-04-08,알수없음,35.0,250750.0,7511.0,7164.285714285715,2018,4,8,14,6,0,0,20,297600,5,52576,5,173600,30,3010522,5,37200,,,10,46128,,,10,147808,알수없음,250750.0,329108.3333333333,-5401.933790892494,-13.0,-128050.0,-3840.0,-727.3809523809523
알수없음,2018-04-09,알수없음,35.0,237400.0,7112.0,6782.857142857143,2018,4,9,15,0,0,0,10,3221520,5,99200,5,297600,10,984610,15,671981,,,5,32736,,,,,알수없음,237400.0,325584.99999999994,-4103.127494768954,0.0,-13350.0,-399.0,-381.42857142857156
알수없음,2018-04-10,알수없음,47.0,371600.0,11138.0,7906.382978723404,2018,4,10,15,1,0,0,25,510880,5,54064,,,74,2561195,10,25792,5,69440,5,65472,5,29760,,,알수없음,371600.0,326542.49999999994,-727.8319513336014,12.0,134200.0,4026.0,1123.5258358662613
알수없음,2018-04-11,알수없음,46.0,391800.0,11740.0,8517.391304347826,2018,4,11,15,2,0,0,55,2803392,5,73904,5,128960,64,1589283,10,325426,,,5,54560,5,580320,5,98704,알수없음,391800.0,332285.0,-44.638558435873406,-1.0,20200.0,602.0,611.0083256244216
알수없음,2018-04-12,알수없음,47.0,253300.0,7587.0,5389.36170212766,2018,4,12,15,3,0,0,45,848656,5,271808,,,30,716323,5,49600,5,96720,10,74400,10,193440,,,알수없음,253300.0,335468.3333333333,-16638.138713925247,1.0,-138500.0,-4153.0,-3128.0296022201665
알수없음,2018-04-13,알수없음,44.0,340400.0,10203.0,7736.363636363636,2018,4,13,15,4,0,0,25,885360,10,68448,15,411680,45,878317,5,95728,5,158720,15,148800,5,84320,,,알수없음,340400.0,334965.8333333334,4528.307367144517,-3.0,87100.0,2616.0,2347.0019342359765
알수없음,2018-04-14,알수없음,32.0,409900.0,12288.0,12809.375,2018,4,14,15,5,0,0,20,307520,10,168640,5,892800,50,3465701,10,938928,5,147312,25,194432,5,34720,5,150288,알수없음,409900.0,332347.50000000006,-10494.926568450994,-12.0,69500.0,2085.0,5073.011363636364
알수없음,2018-04-15,알수없음,35.0,243150.0,7287.0,6947.142857142857,2018,4,15,15,6,0,0,20,981088,,,,,55,1831083,5,460387,,,,,,,,,알수없음,243150.0,328914.16666666674,-425.8485125864447,3.0,-166750.0,-5001.0,-5862.232142857143
알수없음,2018-04-16,알수없음,59.0,367050.0,10997.0,6221.186440677966,2018,4,16,16,0,0,0,25,1034160,5,16864,,,35,3069694,,,,,5,60016,5,39680,,,알수없음,367050.0,325548.3333333333,-8947.674757797167,24.0,123900.0,3710.0,-725.9564164648909
알수없음,2018-04-17,알수없음,41.0,213450.0,6394.0,5206.09756097561,2018,4,17,16,1,0,0,20,300080,10,77376,,,35,1066995,5,82138,,,15,182528,5,54560,,,알수없음,213450.0,322023.33333333326,-6686.758091130504,-18.0,-153600.0,-4603.0,-1015.0888797023563
알수없음,2018-04-18,알수없음,56.0,469650.0,14075.0,8386.607142857143,2018,4,18,16,2,0,0,20,833280,,,,,55,1398720,5,58776,,,,,5,121520,5,71424,알수없음,469650.0,321999.1666666666,15696.491908869497,15.0,256200.0,7681.0,3180.5095818815334
알수없음,2018-04-19,알수없음,52.0,331900.0,9946.0,6382.692307692308,2018,4,19,16,3,0,0,20,620000,10,61008,,,20,394518,5,49600,,,10,65968,5,39680,,,알수없음,331900.0,318490.8333333333,18979.769686647265,-4.0,-137750.0,-4129.0,-2003.9148351648355
알수없음,2018-04-20,알수없음,39.0,301900.0,9045.0,7741.025641025641,2018,4,20,16,4,0,0,15,364064,,,5,244032,45,1749094,10,71424,,,15,118544,15,198400,5,173600,알수없음,301900.0,318085.8333333334,-13220.896980019395,-13.0,-30000.0,-901.0,1358.333333333333
알수없음,2018-04-21,알수없음,65.0,563200.0,16880.0,8664.615384615385,2018,4,21,16,5,0,0,45,1321840,20,305536,5,25990,35,2653501,5,14781,,,5,117056,5,148800,5,104160,알수없음,563200.0,319763.3333333334,26879.741908869502,26.0,261300.0,7835.0,923.5897435897441
알수없음,2018-04-22,알수없음,20.0,109500.0,3278.0,5475.0,2018,4,22,16,6,0,0,15,1021760,,,10,622778,55,3658992,10,181437,5,208320,5,47120,10,301568,5,74400,알수없음,109500.0,320030.8333333334,-410.2025355749529,-45.0,-453700.0,-13602.0,-3189.6153846153848
알수없음,2018-04-23,알수없음,37.0,354300.0,10622.0,9575.675675675675,2018,4,23,17,0,0,0,25,513360,,,,,10,238080,5,293582,,,5,17360,,,,,알수없음,354300.0,323321.66666666674,5849.380797758383,17.0,244800.0,7344.0,4100.675675675675
알수없음,2018-04-24,알수없음,35.0,230850.0,6916.0,6595.714285714285,2018,4,24,17,1,0,0,25,684480,5,103664,5,99200,60,2093666,,,,,10,70432,5,49600,,,알수없음,230850.0,324975.0000000001,-1948.2303133527305,-2.0,-123450.0,-3706.0,-2979.9613899613896
알수없음,2018-04-25,알수없음,62.0,461550.0,13830.0,7444.354838709677,2018,4,25,17,2,0,0,25,362080,5,64976,5,70928,25,667765,5,54560,5,79360,,,,,,,알수없음,461550.0,326253.33333333343,-3227.452535574955,27.0,230700.0,6914.0,848.6405529953918
알수없음,2018-04-26,알수없음,53.0,508050.0,15228.0,9585.849056603774,2018,4,26,17,3,0,0,30,746480,10,209808,5,133920,35,937390,5,19840,,,5,52576,5,79360,5,69440,알수없음,508050.0,324739.1666666666,13265.908575536174,-9.0,46500.0,1398.0,2141.4942178940973
알수없음,2018-04-27,알수없음,38.0,225200.0,6749.0,5926.315789473684,2018,4,27,17,4,0,0,30,493520,,,5,421600,20,596837,30,1141693,,,5,49104,,,,,알수없음,225200.0,323215.0,-10427.396980019395,-15.0,-282850.0,-8479.0,-3659.5332671300903
알수없음,2018-04-28,알수없음,40.0,346000.0,10368.0,8650.0,2018,4,28,17,5,0,0,50,1272240,10,154256,5,88486,35,1224128,5,1244960,,,5,113088,,,,,알수없음,346000.0,322723.3333333333,18025.797464425043,2.0,120800.0,3619.0,2723.684210526316
알수없음,2018-04-29,알수없음,27.0,133300.0,3992.0,4937.037037037037,2018,4,29,17,6,0,0,50,2988400,5,62496,,,30,2257842,5,74400,5,165168,10,124000,,,,,알수없음,133300.0,322901.6666666666,-8711.358849174425,-13.0,-212700.0,-6376.0,-3712.9629629629626
알수없음,2018-04-30,알수없음,47.0,431350.0,12926.0,9177.659574468085,2018,4,30,18,0,0,0,10,148800,10,38192,5,24800,45,2151003,10,47517,5,79360,15,205344,5,74400,,,알수없음,431350.0,325352.49999999994,9480.529600955355,20.0,298050.0,8934.0,4240.622537431048
알수없음,2018-05-01,알수없음,31.0,83800.0,2505.0,2703.2258064516127,2018,5,1,18,1,0,0,25,740520,,,,,35,1773585,5,94050,5,64350,5,24750,5,128700,,,알수없음,83800.0,326746.6666666667,5872.029663124529,-16.0,-347550.0,-10421.0,-6474.433768016473
알수없음,2018-05-02,알수없음,41.0,322100.0,9648.0,7856.09756097561,2018,5,2,18,2,0,0,40,965250,10,161865,,,10,401000,5,273240,,,5,55193,5,81675,5,138600,알수없음,322100.0,329729.1666666667,-4642.9489869885065,10.0,238300.0,7143.0,5152.871754523997
알수없음,2018-05-03,알수없음,53.0,337950.0,10126.0,6376.415094339623,2018,5,3,18,3,0,0,10,165825,5,118800,5,1955250,35,1395653,5,572171,,,5,49005,,,5,123750,알수없음,337950.0,329631.66666666674,3395.513223113519,12.0,15850.0,478.0,-1479.682466635987
알수없음,2018-05-04,알수없음,44.0,260450.0,7803.0,5919.318181818182,2018,5,4,18,4,0,1,35,568458,10,170775,,,25,1348083,,,,,5,24750,,,,,알수없음,260450.0,329230.0,2787.5775837531824,-9.0,-77500.0,-2323.0,-457.0969125214406
알수없음,2018-05-05,알수없음,56.0,437700.0,13116.0,7816.071428571428,2018,5,5,18,5,0,1,30,676170,10,147015,10,396000,20,1660676,15,910355,5,286110,10,232650,5,188100,,,알수없음,437700.0,329890.8333333333,-6433.073109370601,12.0,177250.0,5313.0,1896.7532467532465
알수없음,2018-05-06,알수없음,29.0,165650.0,4962.0,5712.068965517241,2018,5,6,18,6,0,1,10,468765,10,345510,,,20,236907,10,253341,5,202950,10,56925,5,1242450,,,알수없음,165650.0,327905.8333333334,-15957.487243354606,-27.0,-272050.0,-8154.0,-2104.0024630541875
알수없음,2018-05-07,알수없음,64.0,516650.0,15485.0,8072.65625,2018,5,7,19,0,0,1,35,762300,15,155925,,,35,1754033,,,,,5,81180,5,101475,5,59400,알수없음,516650.0,329940.0,-6311.121807446122,35.0,351000.0,10523.0,2360.587284482759
알수없음,2018-05-08,알수없음,37.0,310350.0,9303.0,8387.837837837838,2018,5,8,19,1,0,1,20,383625,5,33660,,,15,198545,10,63855,,,10,110880,,,,,알수없음,310350.0,332606.66666666674,-5401.933790892494,-27.0,-206300.0,-6182.0,315.1815878378384
알수없음,2018-05-09,알수없음,39.0,277000.0,8301.0,7102.5641025641025,2018,5,9,19,2,0,0,45,972180,5,79200,,,20,304277,10,69795,5,242550,5,29700,,,5,113850,알수없음,277000.0,334175.00000000006,-4103.127494768954,2.0,-33350.0,-1002.0,-1285.2737352737358
알수없음,2018-05-10,알수없음,60.0,408700.0,12243.0,6811.666666666667,2018,5,10,19,3,0,0,20,409860,5,16335,5,16533,74,2156220,5,34007,5,179685,10,51975,10,420750,,,알수없음,408700.0,333100.8333333334,-727.8319513336014,21.0,131700.0,3942.0,-290.89743589743557
알수없음,2018-05-11,알수없음,44.0,263850.0,7906.0,5996.590909090909,2018,5,11,19,4,0,0,25,722700,15,217305,5,9405000,45,992822,10,301653,25,311850,5,156420,5,79200,5,99000,알수없음,263850.0,329072.50000000006,-44.638558435873406,-16.0,-144850.0,-4337.0,-815.075757575758
알수없음,2018-05-12,알수없음,50.0,289800.0,8683.0,5796.0,2018,5,12,19,5,0,0,54,1258290,10,34155,5,59400,40,660330,10,216612,5,353925,5,23760,5,86625,,,알수없음,289800.0,328253.3333333334,-16638.138713925247,6.0,25950.0,777.0,-200.590909090909
알수없음,2018-05-13,알수없음,38.0,274400.0,8220.0,7221.0526315789475,2018,5,13,19,6,0,0,35,818730,5,66825,5,445500,5,27473,5,306900,,,5,64350,10,237600,,,알수없음,274400.0,329777.50000000006,4528.307367144517,-12.0,-15400.0,-463.0,1425.0526315789475
알수없음,2018-05-14,알수없음,72.0,486600.0,14579.0,6758.333333333333,2018,5,14,20,0,0,0,50,1262250,5,89100,5,107415,30,1410107,5,1316700,10,295020,10,102713,5,103950,,,알수없음,486600.0,331829.16666666674,-10494.926568450994,34.0,212200.0,6359.0,-462.7192982456145
알수없음,2018-05-15,알수없음,51.0,313500.0,9393.0,6147.058823529412,2018,5,15,20,1,0,0,20,985050,10,61380,10,1786950,40,1729530,5,51975,,,5,140580,5,39600,,,알수없음,313500.0,333044.16666666674,-425.8485125864447,-21.0,-173100.0,-5186.0,-611.2745098039213
알수없음,2018-05-16,알수없음,58.0,380350.0,11394.0,6557.758620689655,2018,5,16,20,2,0,0,20,329175,,,,,20,1223393,5,64350,,,15,142313,,,,,알수없음,380350.0,336480.0,-8947.674757797167,7.0,66850.0,2001.0,410.6997971602432
알수없음,2018-05-17,알수없음,45.0,379100.0,11364.0,8424.444444444445,2018,5,17,20,3,0,0,40,836055,10,116325,,,5,29601,5,104148,,,25,165825,,,5,64350,알수없음,379100.0,339970.0,-6686.758091130504,-13.0,-1250.0,-30.0,1866.6858237547904
알수없음,2018-05-18,알수없음,62.0,298150.0,8927.0,4808.870967741936,2018,5,18,20,4,0,0,25,495000,10,122265,5,102663,25,579348,10,147015,5,100238,5,59400,5,79200,10,128700,알수없음,298150.0,341519.1666666666,15696.491908869497,17.0,-80950.0,-2437.0,-3615.5734767025097
알수없음,2018-05-19,알수없음,52.0,479300.0,14367.0,9217.307692307691,2018,5,19,20,5,0,0,35,713790,5,342540,5,39204,10,37719,15,50886,5,154935,,,10,165825,5,39600,알수없음,479300.0,343548.33333333326,18979.769686647265,-10.0,181150.0,5440.0,4408.436724565756
알수없음,2018-05-20,알수없음,42.0,194150.0,5815.0,4622.619047619048,2018,5,20,20,6,0,0,35,1395900,10,148995,,,54,1934708,,,,,10,73607,15,900900,,,알수없음,194150.0,342614.99999999994,-13220.896980019395,-10.0,-285150.0,-8552.0,-4594.688644688644
알수없음,2018-05-21,알수없음,69.0,551850.0,16542.0,7997.826086956522,2018,5,21,21,0,0,1,35,1424858,5,252450,5,65736,30,652509,35,1409463,5,188100,5,990,,,5,69300,알수없음,551850.0,343194.9999999999,26879.741908869502,27.0,357700.0,10727.0,3375.2070393374743
알수없음,2018-05-22,알수없음,43.0,242900.0,7274.0,5648.837209302325,2018,5,22,21,1,0,1,35,1648350,10,212355,5,178200,20,2579445,10,70241,5,113850,10,168795,10,209880,,,알수없음,242900.0,342640.8333333333,-410.2025355749529,-26.0,-308950.0,-9268.0,-2348.9888776541966
알수없음,2018-05-23,알수없음,54.0,380900.0,11411.0,7053.7037037037035,2018,5,23,21,2,0,1,25,376200,10,92070,5,247500,10,340461,10,816602,,,20,155925,,,,,알수없음,380900.0,341294.99999999994,5849.380797758383,11.0,138000.0,4137.0,1404.866494401378
알수없음,2018-05-24,알수없음,51.0,298350.0,8938.0,5850.0,2018,5,24,21,3,0,0,15,267300,5,124245,,,25,519255,5,47025,,,5,57173,10,198000,,,알수없음,298350.0,343880.8333333334,-1948.2303133527305,-3.0,-82550.0,-2473.0,-1203.7037037037035
알수없음,2018-05-25,알수없음,63.0,329600.0,9874.0,5231.746031746032,2018,5,25,21,4,0,0,40,1279575,20,72765,,,50,2383772,5,465795,5,29700,5,50490,,,,,알수없음,329600.0,345783.3333333333,-3227.452535574955,12.0,31250.0,936.0,-618.2539682539682
알수없음,2018-05-26,알수없음,55.0,398300.0,11935.0,7241.818181818182,2018,5,26,21,5,0,0,30,8252591,10,12375,,,5,52223,5,29205,,,10,45045,10,321750,,,알수없음,398300.0,346196.6666666666,13265.908575536174,-8.0,68700.0,2061.0,2010.0721500721502
알수없음,2018-05-27,알수없음,55.0,285800.0,8560.0,5196.363636363636,2018,5,27,21,6,0,0,15,316305,5,122760,5,265419,40,1214631,10,1059498,,,10,185625,5,69300,5,173250,알수없음,285800.0,347755.0,-10427.396980019395,0.0,-112500.0,-3375.0,-2045.454545454546
알수없음,2018-05-28,알수없음,59.0,376850.0,11292.0,6387.28813559322,2018,5,28,22,0,0,0,10,1056825,5,32175,,,5,524453,5,34650,5,212850,10,40590,10,301950,,,알수없음,376850.0,351412.5,18025.797464425043,4.0,91050.0,2732.0,1190.9244992295844
알수없음,2018-05-29,알수없음,50.0,225550.0,6755.0,4511.0,2018,5,29,22,1,0,0,15,353925,5,48510,5,19305,20,1491188,5,34650,5,190575,10,207900,5,178200,,,알수없음,225550.0,351531.6666666667,-8711.358849174425,-9.0,-151300.0,-4537.0,-1876.2881355932204
알수없음,2018-05-30,알수없음,61.0,412000.0,12345.0,6754.098360655737,2018,5,30,22,2,0,0,50,1034550,,,,,25,749183,30,539748,5,37125,15,149490,5,415800,,,알수없음,412000.0,350123.3333333333,9480.529600955355,11.0,186450.0,5590.0,2243.0983606557375
알수없음,2018-05-31,알수없음,57.0,309300.0,9263.0,5426.315789473684,2018,5,31,22,3,0,0,45,2111175,5,92565,10,728640,25,282249,10,990396,,,10,207900,,,,,알수없음,309300.0,349114.1666666666,5872.029663124529,-4.0,-102700.0,-3082.0,-1327.7825711820533
알수없음,2018-06-01,알수없음,55.0,306000.0,9166.0,5563.636363636364,2018,6,1,22,4,1,0,30,560690,5,27664,5,49400,30,876652,5,22230,,,5,29640,5,103740,,,알수없음,306000.0,348779.1666666667,-4642.9489869885065,-2.0,-3300.0,-97.0,137.3205741626798
알수없음,2018-06-02,알수없음,66.0,447000.0,13393.0,6772.727272727273,2018,6,2,22,5,1,0,49,972686,5,74100,,,30,919976,10,178136,,,20,306774,5,177840,5,74100,알수없음,447000.0,350223.3333333334,3395.513223113519,11.0,141000.0,4227.0,1209.090909090909
알수없음,2018-06-03,알수없음,59.0,273150.0,8179.0,4629.661016949152,2018,6,3,22,6,1,0,44,1128790,,,,,89,3604965,5,598036,10,100776,,,15,933660,5,118560,알수없음,273150.0,348468.33333333326,2787.5775837531824,-7.0,-173850.0,-5214.0,-2143.0662557781206
알수없음,2018-06-04,알수없음,61.0,369000.0,11053.0,6049.180327868852,2018,6,4,23,0,1,0,15,664430,10,106210,5,276640,25,762341,5,51376,5,106210,15,223782,,,,,알수없음,369000.0,346347.5,-6433.073109370601,2.0,95850.0,2874.0,1419.5193109196998
알수없음,2018-06-05,알수없음,43.0,269150.0,8067.0,6259.302325581395,2018,6,5,23,1,1,1,20,313196,,,5,198094,40,2312463,5,72173,,,20,237120,5,86450,,,알수없음,269150.0,344824.99999999994,-15957.487243354606,-18.0,-99850.0,-2986.0,210.1219977125429
알수없음,2018-06-06,알수없음,60.0,379900.0,11382.0,6331.666666666667,2018,6,6,23,2,1,1,15,442130,15,260338,10,607818,44,2708503,15,185991,5,301340,5,103740,5,234650,,,알수없음,379900.0,345585.8333333333,-6311.121807446122,17.0,110750.0,3315.0,72.36434108527192
알수없음,2018-06-07,알수없음,59.0,366350.0,10977.0,6209.322033898305,2018,6,7,23,3,1,1,35,899080,10,81510,,,5,22230,5,23119,,,5,123994,5,64220,5,83980,알수없음,366350.0,346729.16666666674,-5401.933790892494,-1.0,-13550.0,-405.0,-122.34463276836232
알수없음,2018-06-08,알수없음,56.0,376150.0,11268.0,6716.964285714285,2018,6,8,23,4,1,0,30,572546,10,247000,,,30,702567,10,115991,,,10,107198,10,627380,,,알수없음,376150.0,347396.66666666674,-4103.127494768954,-3.0,9800.0,291.0,507.64225181598067
알수없음,2018-06-09,알수없음,62.0,423700.0,12695.0,6833.870967741936,2018,6,9,23,5,1,0,20,834366,,,,,64,3452566,15,250409,5,182780,10,145236,5,172900,5,79040,알수없음,423700.0,347120.8333333333,-727.8319513336014,6.0,47550.0,1427.0,116.90668202765028
알수없음,2018-06-10,알수없음,51.0,273650.0,8198.0,5365.686274509804,2018,6,10,23,6,1,0,20,661960,5,306280,5,83980,44,1341803,5,42237,,,10,160550,5,298376,,,알수없음,273650.0,344886.66666666674,-44.638558435873406,-11.0,-150050.0,-4497.0,-1468.1846932321314
알수없음,2018-06-11,알수없음,67.0,373500.0,11190.0,5574.626865671642,2018,6,11,24,0,1,0,44,741000,,,,,10,164749,5,365165,5,29146,5,88920,,,5,55822,알수없음,373500.0,344446.6666666667,-16638.138713925247,16.0,99850.0,2992.0,208.9405911618378
알수없음,2018-06-12,알수없음,67.0,410150.0,12284.0,6121.641791044776,2018,6,12,24,1,1,1,25,447070,15,116584,,,44,1500377,5,197600,,,10,106704,5,167960,,,알수없음,410150.0,345335.8333333333,4528.307367144517,0.0,36650.0,1094.0,547.0149253731342
알수없음,2018-06-13,알수없음,65.0,358000.0,10723.0,5507.692307692308,2018,6,13,24,2,1,1,44,1909310,15,196612,,,35,609349,10,159562,,,15,159562,5,116090,5,93860,알수없음,358000.0,347635.8333333334,-10494.926568450994,-2.0,-52150.0,-1561.0,-613.9494833524686
알수없음,2018-06-14,알수없음,55.0,357600.0,10713.0,6501.818181818182,2018,6,14,24,3,1,1,30,219830,5,177840,5,163020,20,941070,5,44460,,,5,20254,5,83980,,,알수없음,357600.0,348004.99999999994,-425.8485125864447,-10.0,-400.0,-10.0,994.1258741258744
알수없음,2018-06-15,알수없음,58.0,275700.0,8257.0,4753.448275862069,2018,6,15,24,4,1,0,30,424840,,,,,15,757154,,,,,10,73606,,,,,알수없음,275700.0,349011.6666666666,-8947.674757797167,3.0,-81900.0,-2456.0,-1748.3699059561131
알수없음,2018-06-16,알수없음,71.0,463650.0,13890.0,6530.281690140845,2018,6,16,24,5,1,0,40,790400,10,25194,,,30,1648132,5,136542,5,201552,5,25194,15,355680,5,187720,알수없음,463650.0,350580.8333333334,-6686.758091130504,13.0,187950.0,5633.0,1776.8334142787762
알수없음,2018-06-17,알수없음,44.0,300250.0,8997.0,6823.863636363636,2018,6,17,24,6,1,0,30,726180,5,20748,,,59,1817673,5,312109,,,10,65653,5,153140,,,알수없음,300250.0,348930.0,15696.491908869497,-27.0,-163400.0,-4893.0,293.581946222791
알수없음,2018-06-18,알수없음,59.0,371900.0,11142.0,6303.389830508475,2018,6,18,25,0,1,0,25,456950,5,101270,,,20,430126,5,32604,5,192660,,,5,88920,,,알수없음,371900.0,346955.8333333333,18979.769686647265,15.0,71650.0,2145.0,-520.4738058551611
알수없음,2018-06-19,알수없음,33.0,174300.0,5219.0,5281.818181818182,2018,6,19,25,1,1,0,20,610090,10,204516,,,20,10320105,10,39026,,,20,326534,5,34580,,,알수없음,174300.0,345276.6666666667,-13220.896980019395,-26.0,-197600.0,-5923.0,-1021.5716486902929
알수없음,2018-06-20,알수없음,81.0,480350.0,14391.0,5930.246913580247,2018,6,20,25,2,1,0,15,437190,,,5,98800,30,948431,15,382208,,,5,88920,,,,,알수없음,480350.0,346358.3333333333,26879.741908869502,48.0,306050.0,9172.0,648.4287317620647
알수없음,2018-06-21,알수없음,69.0,360050.0,10784.0,5218.115942028986,2018,6,21,25,3,1,0,25,750880,,,10,56365,40,1274915,15,205010,5,113620,5,108680,5,98800,,,알수없음,360050.0,347873.3333333334,-410.2025355749529,-12.0,-120300.0,-3607.0,-712.1309715512607
알수없음,2018-06-22,알수없음,63.0,332350.0,9955.0,5275.396825396825,2018,6,22,25,4,1,0,30,3739580,5,37544,,,20,246111,5,19760,,,5,57057,10,192660,,,알수없음,332350.0,349210.8333333333,5849.380797758383,-6.0,-27700.0,-829.0,57.280883367839124
